TVID,TABLENAME,VARNAME,NEWVARNAME,VARTYPE,VARDEFAULT,SELECT,DESCRIPTION
70,LVINEW,LVI_PCA2M,LVI_PCA2M,continuous,,0,
71,LVINEW,LVI_PCA2S,LVI_PCA2S,continuous,,0,
72,LVINEW,LVI_NDVI35M,LVI_NDVI35M,continuous,,0,
73,LVINEW,LVI_NDVI35S,LVI_NDVI35S,continuous,,0,
74,LVINEW,LVI_NDVI43M,LVI_NDVI43M,continuous,,0,
75,LVINEW,LVI_NDVI43S,LVI_NDVI43S,continuous,,0,
76,LVINEW,LVI_NDVI45M,LVI_NDVI45M,continuous,,0,
77,LVINEW,LVI_NDVI45S,LVI_NDVI45S,continuous,,0,
78,LVINEW,LVI_NDVI73M,LVI_NDVI73M,continuous,,0,
79,LVINEW,LVI_NDVI73S,LVI_NDVI73S,continuous,,0,
80,LVINEW,LVI_BRIGHTM,LVI_BRIGHTM,continuous,,0,
81,LVINEW,LVI_BRIGHTS,LVI_BRIGHTS,continuous,,0,
82,LVINEW,LVI_GREENM,LVI_GREENM,continuous,,0,
83,LVINEW,LVI_GREENS,LVI_GREENS,continuous,,0,
84,LVINEW,LVI_WETM,LVI_WETM,continuous,,0,
85,LVINEW,LVI_WETS,LVI_WETS,continuous,,0,
86,LVINEW,LVI_DEMM,LVI_DEMM,continuous,,0,
87,LVINEW,LVI_DEMS,LVI_DEMS,continuous,,0,
88,LVINEW,LVI_SLOPEM,LVI_SLOPEM,continuous,,0,
89,LVINEW,LVI_SLOPES,LVI_SLOPES,continuous,,0,
90,LVINEW,LVI_ASPECTM,LVI_ASPECTM,continuous,,0,
91,LVINEW,LVI_ASPECTS,LVI_ASPECTS,continuous,,0,
92,LVINEW,LVI_CENTX,LVI_CENTX,continuous,,0,
93,LVINEW,LVI_CENTY,LVI_CENTY,continuous,,0,
94,LVINEW,LVI_PROP_AT,LVI_PROP_AT,proportion,,0,
95,LVINEW,LVI_PROP_FD,LVI_PROP_FD,proportion,,0,
96,LVINEW,LVI_PROP_PL,LVI_PROP_PL,proportion,,0,
97,LVINEW,LVI_PROP_SX,LVI_PROP_SX,proportion,,0,
98,LVINEW,LVI_HT_AT,LVI_HT_AT,continuous,,1,
99,LVINEW,LVI_HT_FD,LVI_HT_FD,continuous,,1,
100,LVINEW,LVI_HT_PL,LVI_HT_PL,continuous,,1,
101,LVINEW,LVI_HT_SX,LVI_HT_SX,continuous,,1,
102,LVINEW,LVI_AGE_AT,LVI_AGE_AT,continuous,,1,
103,LVINEW,LVI_AGE_FD,LVI_AGE_FD,continuous,,1,
104,LVINEW,LVI_AGE_PL,LVI_AGE_PL,continuous,,1,
105,LVINEW,LVI_AGE_SX,LVI_AGE_SX,continuous,,1,
106,LVINEW,ODDS_AT,ODDS_AT,continuous,,0,
107,LVINEW,ODDS_FD,ODDS_FD,continuous,,0,
108,LVINEW,ODDS_PL,ODDS_PL,continuous,,0,
109,LVINEW,ODDS_SX,ODDS_SX,continuous,,0,
110,LVINEW,LODDS_AT,LODDS_AT,continuous,,0,
111,LVINEW,LODDS_FD,LODDS_FD,continuous,,0,
112,LVINEW,LODDS_PL,LODDS_PL,continuous,,0,
113,LVINEW,LODDS_SX,LODDS_SX,continuous,,0,
114,LVINEW,ARCSIN_AT,ARCSIN_AT,continuous,,0,
115,LVINEW,ARCSIN_FD,ARCSIN_FD,continuous,,0,
116,LVINEW,ARCSIN_PL,ARCSIN_PL,continuous,,0,
117,LVINEW,ARCSIN_SX,ARCSIN_SX,continuous,,0,
118,LVINEW,LVI_BPH_AT,LVI_BPH_AT,continuous,,1,
119,LVINEW,LVI_BPH_FD,LVI_BPH_FD,continuous,,1,
120,LVINEW,LVI_BPH_PL,LVI_BPH_PL,continuous,,1,
121,LVINEW,LVI_BPH_SX,LVI_BPH_SX,continuous,,1,
122,LVINEW,LVI_ESI_AT,LVI_ESI_AT,continuous,,1,
123,LVINEW,LVI_ESI_FD,LVI_ESI_FD,continuous,,1,
124,LVINEW,LVI_ESI_PL,LVI_ESI_PL,continuous,,1,
125,LVINEW,LVI_ESI_SX,LVI_ESI_SX,continuous,,1,
126,LVINEW,SBS,SBS,dummy,,0,
127,LVINEW,SBPS,SBPS,dummy,,0,
128,LVINEW,MS,MS,dummy,,0,
129,LVINEW,SBSmc,SBSmc,dummy,,0,
130,LVINEW,SBPSdc,SBPSdc,dummy,,0,
131,LVINEW,SBPSmk,SBPSmk,dummy,,0,
132,LVINEW,SBSdc,SBSdc,dummy,,0,
133,LVINEW,SBSdw,SBSdw,dummy,,0,
134,LVINEW,SBSmk,SBSmk,dummy,,0,
135,LVINEW,SBPSmc,SBPSmc,dummy,,0,
136,LVINEW,MSmc,MSmc,dummy,,0,
137,LVINEW,MSxv,MSxv,dummy,,0,
138,LVINEW,SBPSxv,SBPSxv,dummy,,0,
139,LVINEW,MSmk,MSmk,dummy,,0,
140,LVINEW,SBPSxc,SBPSxc,dummy,,0,
141,LVINEW,MSdc,MSdc,dummy,,0,
142,LVINEW,CLASS1,CLASS1,nominal,,0,
143,LVINEW,CLASS2,CLASS2,nominal,,0,
144,LVINEW,CLASS3,CLASS3,nominal,,0,
145,LVINEW,CLASS4,CLASS4,nominal,,0,
146,LVINEW,CLASS5,CLASS5,nominal,,0,
147,LVINEW,CLASS6,CLASS6,nominal,,0,
148,LVINEW,CLASS7,CLASS7,nominal,,0,
149,LVINEW,CLASS8,CLASS8,nominal,,0,
150,LVINEW,CLASS9,CLASS9,nominal,,0,
151,LVINEW,CLASS10,CLASS10,nominal,,0,
152,LVINEW,CLASS11,CLASS11,nominal,,0,
153,LVINEW,CLASS12,CLASS12,nominal,,0,
154,LVINEW,CLASS13,CLASS13,nominal,,0,
155,LVINEW,CLASS14,CLASS14,nominal,,0,
156,LVINEW,CLASS15,CLASS15,nominal,,0,
157,LVINEW,CLASS16,CLASS16,nominal,,0,
158,LVINEW,CLASS17,CLASS17,nominal,,0,
159,LVINEW,CLASS18,CLASS18,nominal,,0,
160,LVINEW,CLASS19,CLASS19,nominal,,0,
161,LVINEW,CLASS20,CLASS20,nominal,,0,
162,LVINEW,CLASS21,CLASS21,nominal,,0,
163,LVINEW,CLASS22,CLASS22,nominal,,0,
164,LVINEW,CLASS23,CLASS23,nominal,,0,
165,LVINEW,CLASS24,CLASS24,nominal,,0,
166,LVINEW,CLASS25,CLASS25,nominal,,0,
167,LVINEW,LVI_BECZ,LVI_BECZ,nominal,,0,
168,LVINEW,LVI_BECZS,LVI_BECZS,nominal,,0,
169,LVINEW,STAGE_ELEV,STAGE_ELEV,continuous,,0,
170,LVINEW,STAGE_SLOPE,STAGE_SLOPE,continuous,,0,
171,LVINEW,STAGE_COSA,STAGE_COSA,continuous,,0,
172,LVINEW,STAGE_SINA,STAGE_SINA,continuous,,0,
173,LVINEW,STAGE_SCOSA,STAGE_SCOSA,continuous,,0,
174,LVINEW,STAGE_SSINA,STAGE_SSINA,continuous,,0,
175,LVINEW,STAGE_LES,STAGE_LES,continuous,,0,
176,LVINEW,STAGE_LESCOSA,STAGE_LESCOSA,continuous,,0,
177,LVINEW,STAGE_LESSINA,STAGE_LESSINA,continuous,,0,
178,LVINEW,STAGE_EL2,STAGE_EL2,continuous,,0,
179,LVINEW,STAGE_EL2S,STAGE_EL2S,continuous,,0,
180,LVINEW,STAGE_EL2SCOSA,STAGE_EL2SCOSA,continuous,,0,
181,LVINEW,STAGE_EL2SSINA,STAGE_EL2SSINA,continuous,,0,
182,LVINEW,VRI_PROP_AT,VRI_PROP_AT,proportion,,0,
183,LVINEW,VRI_PROP_FD,VRI_PROP_FD,proportion,,0,
184,LVINEW,VRI_PROP_PL,VRI_PROP_PL,proportion,,0,
185,LVINEW,VRI_PROP_SX,VRI_PROP_SX,proportion,,0,
186,LVINEW,VRI_HT_AT,VRI_HT_AT,continuous,,0,
187,LVINEW,VRI_HT_FD,VRI_HT_FD,continuous,,0,
188,LVINEW,VRI_HT_PL,VRI_HT_PL,continuous,,0,
189,LVINEW,VRI_HT_SX,VRI_HT_SX,continuous,,0,
190,LVINEW,VRI_AGE_AT,VRI_AGE_AT,continuous,,0,
191,LVINEW,VRI_AGE_FD,VRI_AGE_FD,continuous,,0,
192,LVINEW,VRI_AGE_PL,VRI_AGE_PL,continuous,,0,
193,LVINEW,VRI_AGE_SX,VRI_AGE_SX,continuous,,0,
194,LVINEW,VRI_BPH_AT,VRI_BPH_AT,continuous,,0,
195,LVINEW,VRI_BPH_FD,VRI_BPH_FD,continuous,,0,
196,LVINEW,VRI_BPH_PL,VRI_BPH_PL,continuous,,0,
197,LVINEW,VRI_BPH_SX,VRI_BPH_SX,continuous,,0,
198,LVINEW,VRI_ESI_AT,VRI_ESI_AT,continuous,,0,
199,LVINEW,VRI_ESI_FD,VRI_ESI_FD,continuous,,0,
200,LVINEW,VRI_ESI_PL,VRI_ESI_PL,continuous,,0,
201,LVINEW,VRI_ESI_SX,VRI_ESI_SX,continuous,,0,
202,LVINEW,ELEV,ELEV,continuous,,0,
203,LVINEW,SLOPE,SLOPE,continuous,,0,
204,LVINEW,COSA,COSA,continuous,,0,
205,LVINEW,SINA,SINA,continuous,,0,
206,LVINEW,SCOSA,SCOSA,continuous,,0,
207,LVINEW,SSINA,SSINA,continuous,,0,
208,LVINEW,LES,LES,continuous,,0,
209,LVINEW,LESCOSA,LESCOSA,continuous,,0,
210,LVINEW,LESSINA,LESSINA,continuous,,0,
211,LVINEW,EL2,EL2,continuous,,0,
212,LVINEW,EL2S,EL2S,continuous,,0,
213,LVINEW,EL2SCOSA,EL2SCOSA,continuous,,0,
214,LVINEW,EL2SSINA,EL2SSINA,continuous,,0,
215,LVINORM,LVI_FCOID,LVI_FCOID,integer,,0,
216,LVINORM,LVI_ELEV,LVI_ELEV,continuous,,0,
217,LVINORM,LVI_SLOPE,LVI_SLOPE,continuous,,0,
218,LVINORM,LVI_ASPECT,LVI_ASPECT,continuous,,0,
219,LVINORM,LVI_DSPH,LVI_DSPH,continuous,,0,
220,LVINORM,LVI_DVPH,LVI_DVPH,continuous,,1,
221,LVINORM,LVI_AGE1,LVI_AGE1,continuous,,0,
222,LVINORM,LVI_AGE2,LVI_AGE2,continuous,,0,
223,LVINORM,LVI_HT1,LVI_HT1,continuous,,0,
224,LVINORM,LVI_HT2,LVI_HT2,continuous,,0,
225,LVINORM,LVI_CCPCT,LVI_CCPCT,continuous,,0,
226,LVINORM,LVI_CCASINS,LVI_CCASINS,continuous,,0,
227,LVINORM,LVI_BPH,LVI_BPH,continuous,,0,
228,LVINORM,LVI_ESI,LVI_ESI,continuous,,0,
229,LVINORM,LVI_LSPH,LVI_LSPH,continuous,,0,
230,LVINORM,LVI_NPIXELS,LVI_NPIXELS,count,,0,
231,LVINORM,B1_MEAN,B1_MEAN,continuous,,0,
232,LVINORM,B1_STDEV,B1_STDEV,continuous,,0,
233,LVINORM,B2_MEAN,B2_MEAN,continuous,,0,
234,LVINORM,B2_STDEV,B2_STDEV,continuous,,0,
235,LVINORM,B3_MEAN,B3_MEAN,continuous,,0,
236,LVINORM,B3_STDEV,B3_STDEV,continuous,,0,
237,LVINORM,B4_MEAN,B4_MEAN,continuous,,0,
238,LVINORM,B4_STDEV,B4_STDEV,continuous,,0,
239,LVINORM,B5_MEAN,B5_MEAN,continuous,,0,
240,LVINORM,B5_STDEV,B5_STDEV,continuous,,0,
241,LVINORM,B7_MEAN,B7_MEAN,continuous,,0,
242,LVINORM,B7_STDEV,B7_STDEV,continuous,,0,
243,LVINORM,LVI_LAIIRM,LVI_LAIIRM,continuous,,0,
244,LVINORM,LVI_LAIIRS,LVI_LAIIRS,continuous,,0,
245,LVINORM,LVI_LAISRM,LVI_LAISRM,continuous,,0,
246,LVINORM,LVI_LAISRS,LVI_LAISRS,continuous,,0,
247,LVINORM,LVI_PCA1M,LVI_PCA1M,continuous,,0,
248,LVINORM,LVI_PCA1S,LVI_PCA1S,continuous,,0,
249,LVINORM,LVI_PCA2M,LVI_PCA2M,continuous,,0,
250,LVINORM,LVI_PCA2S,LVI_PCA2S,continuous,,0,
251,LVINORM,LVI_NDVI35M,LVI_NDVI35M,continuous,,0,
252,LVINORM,LVI_NDVI35S,LVI_NDVI35S,continuous,,0,
253,LVINORM,LVI_NDVI43M,LVI_NDVI43M,continuous,,0,
254,LVINORM,LVI_NDVI43S,LVI_NDVI43S,continuous,,0,
255,LVINORM,LVI_NDVI45M,LVI_NDVI45M,continuous,,0,
256,LVINORM,LVI_NDVI45S,LVI_NDVI45S,continuous,,0,
257,LVINORM,LVI_NDVI73M,LVI_NDVI73M,continuous,,0,
258,LVINORM,LVI_NDVI73S,LVI_NDVI73S,continuous,,0,
259,LVINORM,LVI_BRIGHTM,LVI_BRIGHTM,continuous,,0,
260,LVINORM,LVI_BRIGHTS,LVI_BRIGHTS,continuous,,0,
261,LVINORM,LVI_GREENM,LVI_GREENM,continuous,,0,
262,LVINORM,LVI_GREENS,LVI_GREENS,continuous,,0,
263,LVINORM,LVI_WETM,LVI_WETM,continuous,,0,
264,LVINORM,LVI_WETS,LVI_WETS,continuous,,0,
265,LVINORM,LVI_DEMM,LVI_DEMM,continuous,,0,
266,LVINORM,LVI_DEMS,LVI_DEMS,continuous,,0,
267,LVINORM,LVI_SLOPEM,LVI_SLOPEM,continuous,,0,
268,LVINORM,LVI_SLOPES,LVI_SLOPES,continuous,,0,
269,LVINORM,LVI_ASPECTM,LVI_ASPECTM,continuous,,0,
270,LVINORM,LVI_ASPECTS,LVI_ASPECTS,continuous,,0,
271,LVINORM,LVI_CENTX,LVI_CENTX,continuous,,0,
272,LVINORM,LVI_CENTY,LVI_CENTY,continuous,,0,
273,LVINORM,LVI_PROP_AT,LVI_PROP_AT,proportion,,0,
274,LVINORM,LVI_PROP_FD,LVI_PROP_FD,proportion,,0,
275,LVINORM,LVI_PROP_PL,LVI_PROP_PL,proportion,,0,
276,LVINORM,LVI_PROP_SX,LVI_PROP_SX,proportion,,0,
277,LVINORM,LVI_HT_AT,LVI_HT_AT,continuous,,1,
278,LVINORM,LVI_HT_FD,LVI_HT_FD,continuous,,1,
279,LVINORM,LVI_HT_PL,LVI_HT_PL,continuous,,1,
280,LVINORM,LVI_HT_SX,LVI_HT_SX,continuous,,1,
281,LVINORM,LVI_AGE_AT,LVI_AGE_AT,continuous,,1,
282,LVINORM,LVI_AGE_FD,LVI_AGE_FD,continuous,,1,
283,LVINORM,LVI_AGE_PL,LVI_AGE_PL,continuous,,1,
284,LVINORM,LVI_AGE_SX,LVI_AGE_SX,continuous,,1,
285,LVINORM,ODDS_AT,ODDS_AT,continuous,,0,
286,LVINORM,ODDS_FD,ODDS_FD,continuous,,0,
287,LVINORM,ODDS_PL,ODDS_PL,continuous,,0,
288,LVINORM,ODDS_SX,ODDS_SX,continuous,,0,
289,LVINORM,LODDS_AT,LODDS_AT,continuous,,0,
290,LVINORM,LODDS_FD,LODDS_FD,continuous,,0,
291,LVINORM,LODDS_PL,LODDS_PL,continuous,,0,
292,LVINORM,LODDS_SX,LODDS_SX,continuous,,0,
293,LVINORM,ARCSIN_AT,ARCSIN_AT,continuous,,0,
294,LVINORM,ARCSIN_FD,ARCSIN_FD,continuous,,0,
295,LVINORM,ARCSIN_PL,ARCSIN_PL,continuous,,0,
296,LVINORM,ARCSIN_SX,ARCSIN_SX,continuous,,0,
297,LVINORM,LVI_BPH_AT,LVI_BPH_AT,continuous,,1,
298,LVINORM,LVI_BPH_FD,LVI_BPH_FD,continuous,,1,
299,LVINORM,LVI_BPH_PL,LVI_BPH_PL,continuous,,1,
300,LVINORM,LVI_BPH_SX,LVI_BPH_SX,continuous,,1,
301,LVINORM,LVI_ESI_AT,LVI_ESI_AT,continuous,,1,
302,LVINORM,LVI_ESI_FD,LVI_ESI_FD,continuous,,1,
303,LVINORM,LVI_ESI_PL,LVI_ESI_PL,continuous,,1,
304,LVINORM,LVI_ESI_SX,LVI_ESI_SX,continuous,,1,
305,LVINORM,SBS,SBS,dummy,,0,
306,LVINORM,SBPS,SBPS,dummy,,0,
307,LVINORM,MS,MS,dummy,,0,
308,LVINORM,SBSmc,SBSmc,dummy,,0,
309,LVINORM,SBPSdc,SBPSdc,dummy,,0,
310,LVINORM,SBPSmk,SBPSmk,dummy,,0,
311,LVINORM,SBSdc,SBSdc,dummy,,0,
312,LVINORM,SBSdw,SBSdw,dummy,,0,
313,LVINORM,SBSmk,SBSmk,dummy,,0,
314,LVINORM,SBPSmc,SBPSmc,dummy,,0,
315,LVINORM,MSmc,MSmc,dummy,,0,
316,LVINORM,MSxv,MSxv,dummy,,0,
317,LVINORM,SBPSxv,SBPSxv,dummy,,0,
318,LVINORM,MSmk,MSmk,dummy,,0,
319,LVINORM,SBPSxc,SBPSxc,dummy,,0,
320,LVINORM,MSdc,MSdc,dummy,,0,
321,LVINORM,LVI_BECZ,LVI_BECZ,nominal,,0,
322,LVINORM,LVI_BECZS,LVI_BECZS,nominal,,0,
323,LVINORM,CLASS1,CLASS1,nominal,,0,
324,LVINORM,CLASS2,CLASS2,nominal,,0,
325,LVINORM,CLASS3,CLASS3,nominal,,0,
326,LVINORM,CLASS4,CLASS4,nominal,,0,
327,LVINORM,CLASS5,CLASS5,nominal,,0,
328,LVINORM,CLASS6,CLASS6,nominal,,0,
329,LVINORM,CLASS7,CLASS7,nominal,,0,
330,LVINORM,CLASS8,CLASS8,nominal,,0,
331,LVINORM,CLASS9,CLASS9,nominal,,0,
332,LVINORM,CLASS10,CLASS10,nominal,,0,
333,LVINORM,CLASS11,CLASS11,nominal,,0,
334,LVINORM,CLASS12,CLASS12,nominal,,0,
335,LVINORM,CLASS13,CLASS13,nominal,,0,
336,LVINORM,CLASS14,CLASS14,nominal,,0,
337,LVINORM,CLASS15,CLASS15,nominal,,0,
338,LVINORM,CLASS16,CLASS16,nominal,,0,
339,LVINORM,CLASS17,CLASS17,nominal,,0,
340,LVINORM,CLASS18,CLASS18,nominal,,0,
341,LVINORM,CLASS19,CLASS19,nominal,,0,
342,LVINORM,CLASS20,CLASS20,nominal,,0,
343,LVINORM,CLASS21,CLASS21,nominal,,0,
344,LVINORM,CLASS22,CLASS22,nominal,,0,
345,LVINORM,CLASS23,CLASS23,nominal,,0,
346,LVINORM,CLASS24,CLASS24,nominal,,0,
347,LVINORM,CLASS25,CLASS25,nominal,,0,
348,LVINORM,STAGE_ELEV,STAGE_ELEV,continuous,,0,
349,LVINORM,STAGE_SLOPE,STAGE_SLOPE,continuous,,0,
350,LVINORM,STAGE_COSA,STAGE_COSA,continuous,,0,
351,LVINORM,STAGE_SINA,STAGE_SINA,continuous,,0,
352,LVINORM,STAGE_SCOSA,STAGE_SCOSA,continuous,,0,
353,LVINORM,STAGE_SSINA,STAGE_SSINA,continuous,,0,
354,LVINORM,STAGE_LES,STAGE_LES,continuous,,0,
355,LVINORM,STAGE_LESCOSA,STAGE_LESCOSA,continuous,,0,
356,LVINORM,STAGE_LESSINA,STAGE_LESSINA,continuous,,0,
357,LVINORM,STAGE_EL2,STAGE_EL2,continuous,,0,
358,LVINORM,STAGE_EL2S,STAGE_EL2S,continuous,,0,
359,LVINORM,STAGE_EL2SCOSA,STAGE_EL2SCOSA,continuous,,0,
360,LVINORM,STAGE_EL2SSINA,STAGE_EL2SSINA,continuous,,0,
361,LVINORM,VRI_PROP_AT,VRI_PROP_AT,proportion,,0,
362,LVINORM,VRI_PROP_FD,VRI_PROP_FD,proportion,,0,
363,LVINORM,VRI_PROP_PL,VRI_PROP_PL,proportion,,0,
364,LVINORM,VRI_PROP_SX,VRI_PROP_SX,proportion,,0,
365,LVINORM,VRI_HT_AT,VRI_HT_AT,continuous,,0,
366,LVINORM,VRI_HT_FD,VRI_HT_FD,continuous,,0,
367,LVINORM,VRI_HT_PL,VRI_HT_PL,continuous,,0,
368,LVINORM,VRI_HT_SX,VRI_HT_SX,continuous,,0,
369,LVINORM,VRI_AGE_AT,VRI_AGE_AT,continuous,,0,
370,LVINORM,VRI_AGE_FD,VRI_AGE_FD,continuous,,0,
371,LVINORM,VRI_AGE_PL,VRI_AGE_PL,continuous,,0,
372,LVINORM,VRI_AGE_SX,VRI_AGE_SX,continuous,,0,
373,LVINORM,VRI_BPH_AT,VRI_BPH_AT,continuous,,0,
374,LVINORM,VRI_BPH_FD,VRI_BPH_FD,continuous,,0,
375,LVINORM,VRI_BPH_PL,VRI_BPH_PL,continuous,,0,
376,LVINORM,VRI_BPH_SX,VRI_BPH_SX,continuous,,0,
377,LVINORM,VRI_ESI_AT,VRI_ESI_AT,continuous,,0,
378,LVINORM,VRI_ESI_FD,VRI_ESI_FD,continuous,,0,
379,LVINORM,VRI_ESI_PL,VRI_ESI_PL,continuous,,0,
380,LVINORM,VRI_ESI_SX,VRI_ESI_SX,continuous,,0,
