TVID,TABLENAME,VARNAME,NEWVARNAME,VARTYPE,VARDEFAULT,SELECT,DESCRIPTION
83,DCS_ATT_SPECTRAL,BCLCS_LEVEL1_CODE,LVI_LCS1,nominal,,0,
84,DCS_ATT_SPECTRAL,BCLCS_LEVEL2_CODE,LVI_LCS2,nominal,,0,
85,DCS_ATT_SPECTRAL,BCLCS_LEVEL3_CODE,LVI_LCS3,nominal,,0,
86,DCS_ATT_SPECTRAL,BCLCS_LEVEL4_CODE,LVI_LCS4,nominal,,0,
87,DCS_ATT_SPECTRAL,BCLCS_LEVEL5_CODE,LVI_LCS5,nominal,,0,
88,DCS_ATT_SPECTRAL,SHRUB_CROWN_CLOSURE,LVI_SHRUBCC,continuous,,0,
89,DCS_ATT_SPECTRAL,SHRUB_HEIGHT,LVI_SHRUBCT,continuous,,0,
90,DCS_ATT_SPECTRAL,COVER_PATTERN_CODE,LVI_SHRUBCP,nominal,,0,
91,DCS_ATT_SPECTRAL,HERB_COVER_PCT,LVI_HERBCOV,continuous,,0,
92,DCS_ATT_SPECTRAL,HERB_COVER_TYPE_CODE,LVI_HERBCT,nominal,,0,
93,DCS_ATT_SPECTRAL,BRYOID_COVER_PCT,LVI_BRYOIDCOV,continuous,,0,
94,DCS_ATT_SPECTRAL,HERB_COVER_PATTERN_CODE,LVI_HERBCP,nominal,,0,
95,DCS_ATT_SPECTRAL,DEAD_STEMS_PER_HA,LVI_DSPH,continuous,,1,
96,DCS_ATT_SPECTRAL,DEAD_VOLUME,LVI_DVPH,continuous,,1,
97,DCS_ATT_SPECTRAL,DEAD_VOL_SOURCE,LVI_DVPH_SRC,nominal,,0,
98,DCS_ATT_SPECTRAL,FOREST_COVER_RANK_CODE,LVI_RANK,ordinal,,0,
99,DCS_ATT_SPECTRAL,LAYER_LEVEL_CODE,LVI_LAYER,ordinal,,0,
100,DCS_ATT_SPECTRAL,SP1_CD,LVI_SP1,nominal,,0,
101,DCS_ATT_SPECTRAL,SP1_PCT,LVI_PCT1,continuous,,0,
102,DCS_ATT_SPECTRAL,SP2_CD,LVI_SP2,nominal,,0,
103,DCS_ATT_SPECTRAL,SP2_PCT,LVI_PCT2,continuous,,0,
104,DCS_ATT_SPECTRAL,SP3_CD,LVI_SP3,nominal,,0,
105,DCS_ATT_SPECTRAL,SP3_PCT,LVI_PCT3,continuous,,0,
106,DCS_ATT_SPECTRAL,SP4_CD,LVI_SP4,nominal,,0,
107,DCS_ATT_SPECTRAL,SP4_PCT,LVI_PCT4,continuous,,0,
108,DCS_ATT_SPECTRAL,AGE1,LVI_AGE1,continuous,,1,
109,DCS_ATT_SPECTRAL,AGE2,LVI_AGE2,continuous,,1,
110,DCS_ATT_SPECTRAL,HEIGHT1,LVI_HT1,continuous,,1,
111,DCS_ATT_SPECTRAL,HEIGHT2,LVI_HT2,continuous,,1,
112,DCS_ATT_SPECTRAL,CROWN_CLOSURE_PCT,LVI_CCPCT,continuous,,1,
113,DCS_ATT_SPECTRAL,CROWN_CLOSURE_ASINS,LVI_CCASINS,continuous,,1,Arcsin-sqrt transformation
114,DCS_ATT_SPECTRAL,BASAL_AREA,LVI_BPH,continuous,,1,
115,DCS_ATT_SPECTRAL,ESTIMATED_SITE_INDEX,LVI_ESI,continuous,,1,
116,DCS_ATT_SPECTRAL,LIVE_STEMS_PER_HA,LVI_LSPH,continuous,,1,
117,DCS_ATT_SPECTRAL,PROJECTION_YEAR,LVI_PY,ordinal,,0,
118,DCS_ATT_SPECTRAL,UTILIZATION_LEVEL,LVI_UL,nominal,,0,
119,DCS_ATT_SPECTRAL,PROJECT_AGE,LVI_PAGE,continuous,,0,
120,DCS_ATT_SPECTRAL,PROJECT_HEIGHT,LVI_PHT,continuous,,0,
121,DCS_ATT_SPECTRAL,PROJECT_DIA,LVI_PDBH,continuous,,0,
122,DCS_ATT_SPECTRAL,PROJECT_BA,LVI_PBPH,continuous,,0,
123,DCS_ATT_SPECTRAL,PROJECT_TPH,LVI_PTPH,continuous,,0,
124,DCS_ATT_SPECTRAL,PROJECT_NET_VOLUME,LVI_PNVPH,continuous,,0,
125,DCS_ATT_SPECTRAL,PROJECT_GROSS_VOLUME,LVI_PGVVPH,continuous,,0,
126,DCS_ATT_SPECTRAL,PROJECT_NET_VOLUME4,LVI_PNVPH4,continuous,,0,
127,DCS_ATT_SPECTRAL,PROJECT_GROSS_VOLUME4,LVI_PGVPH4,continuous,,0,
128,DCS_ATT_SPECTRAL,PROJECT2011_AGE,LVI_PAGE_2011,continuous,,0,
129,DCS_ATT_SPECTRAL,PROJECT2011_HEIGHT,LVI_PHT_2011,continuous,,0,
130,DCS_ATT_SPECTRAL,PROJECT2011_DIA,LVI_PDIA_2011,continuous,,0,
131,DCS_ATT_SPECTRAL,PROJECT2011_BA,LVI_PBPH_2011,continuous,,0,
132,DCS_ATT_SPECTRAL,PROJECT2011_TPH,LVI_PTPH_2011,continuous,,0,
133,DCS_ATT_SPECTRAL,PROJECT2011_NET_VOLUME,LVI_PNVPH_2011,continuous,,0,
134,DCS_ATT_SPECTRAL,PROJECT2011_GROSS_VOLUME,LVI_PGVPH_2011,continuous,,0,
135,DCS_ATT_SPECTRAL,N_CLASSES,LVI_NPIXELS,count,,1,
136,DCS_ATT_SPECTRAL,B1_MEAN,B1_MEAN,continuous,,1,
137,DCS_ATT_SPECTRAL,B1_STDEV,B1_STDEV,continuous,,1,
138,DCS_ATT_SPECTRAL,B2_MEAN,B2_MEAN,continuous,,1,
139,DCS_ATT_SPECTRAL,B2_STDEV,B2_STDEV,continuous,,1,
140,DCS_ATT_SPECTRAL,B3_MEAN,B3_MEAN,continuous,,1,
141,DCS_ATT_SPECTRAL,B3_STDEV,B3_STDEV,continuous,,1,
142,DCS_ATT_SPECTRAL,B4_MEAN,B4_MEAN,continuous,,1,
143,DCS_ATT_SPECTRAL,B4_STDEV,B4_STDEV,continuous,,1,
144,DCS_ATT_SPECTRAL,B5_MEAN,B5_MEAN,continuous,,1,
145,DCS_ATT_SPECTRAL,B5_STDEV,B5_STDEV,continuous,,1,
146,DCS_ATT_SPECTRAL,B7_MEAN,B7_MEAN,continuous,,1,
147,DCS_ATT_SPECTRAL,B7_STDEV,B7_STDEV,continuous,,1,
148,DCS_ATT_SPECTRAL,LAIIR_MEAN,LVI_LAIIRM,continuous,,1,
149,DCS_ATT_SPECTRAL,LAIIR_STDE,LVI_LAIIRS,continuous,,1,
150,DCS_ATT_SPECTRAL,LAISR_MEAN,LVI_LAISRM,continuous,,1,
151,DCS_ATT_SPECTRAL,LAISR_STDE,LVI_LAISRS,continuous,,1,
152,DCS_ATT_SPECTRAL,PCA1_MEAN,LVI_PCA1M,continuous,,1,
153,DCS_ATT_SPECTRAL,PCA1_STDEV,LVI_PCA1S,continuous,,1,
154,DCS_ATT_SPECTRAL,PCA2_MEAN,LVI_PCA2M,continuous,,1,
155,DCS_ATT_SPECTRAL,PCA2_STDEV,LVI_PCA2S,continuous,,1,
156,DCS_ATT_SPECTRAL,NDVI35_MEA,LVI_NDVI35M,continuous,,1,
157,DCS_ATT_SPECTRAL,NDVI35_STD,LVI_NDVI35S,continuous,,1,
158,DCS_ATT_SPECTRAL,NDVI43_MEA,LVI_NDVI43M,continuous,,1,
159,DCS_ATT_SPECTRAL,NDVI43_STD,LVI_NDVI43S,continuous,,1,
160,DCS_ATT_SPECTRAL,NDVI45_MEA,LVI_NDVI45M,continuous,,1,
161,DCS_ATT_SPECTRAL,NDVI45_STD,LVI_NDVI45S,continuous,,1,
162,DCS_ATT_SPECTRAL,NDVI73_MEA,LVI_NDVI73M,continuous,,1,
163,DCS_ATT_SPECTRAL,NDVI73_STD,LVI_NDVI73S,continuous,,1,
164,DCS_ATT_SPECTRAL,BRIGHT_MEA,LVI_BRIGHTM,continuous,,1,
165,DCS_ATT_SPECTRAL,BRIGHT_STD,LVI_BRIGHTS,continuous,,1,
166,DCS_ATT_SPECTRAL,GREEN_MEAN,LVI_GREENM,continuous,,1,
167,DCS_ATT_SPECTRAL,GREEN_STDE,LVI_GREENS,continuous,,1,
168,DCS_ATT_SPECTRAL,WET_MEAN,LVI_WETM,continuous,,1,
169,DCS_ATT_SPECTRAL,WET_STDEV,LVI_WETS,continuous,,1,
170,DCS_ATT_SPECTRAL,DEM_MEAN,LVI_DEMM,continuous,,1,
171,DCS_ATT_SPECTRAL,DEM_STDEV,LVI_DEMS,continuous,,1,
172,DCS_ATT_SPECTRAL,SLOPE_MEAN,LVI_SLOPEM,continuous,,1,
173,DCS_ATT_SPECTRAL,SLOPE_STDE,LVI_SLOPES,continuous,,1,
174,DCS_ATT_SPECTRAL,ASPECT_MEA,LVI_ASPECTM,continuous,,1,
175,DCS_ATT_SPECTRAL,ASPECT_STD,LVI_ASPECTS,continuous,,1,
176,DCS_ATT_SPECTRAL,centX,LVI_CENTX,continuous,,1,
177,DCS_ATT_SPECTRAL,centY,LVI_CENTY,continuous,,1,
178,SPTRANSLATION,SPORIG,SPORIG,nominal,,0,
179,SPTRANSLATION,SPNEW,SPNEW,nominal,,0,
180,LVINEW,LVI_FCOID,LVI_FCOID,integer,,0,
181,LVINEW,LVI_ELEV,LVI_ELEV,continuous,,0,
182,LVINEW,LVI_SLOPE,LVI_SLOPE,continuous,,0,
183,LVINEW,LVI_ASPECT,LVI_ASPECT,continuous,,0,
184,LVINEW,LVI_DSPH,LVI_DSPH,continuous,,0,
185,LVINEW,LVI_DVPH,LVI_DVPH,continuous,,1,
186,LVINEW,LVI_AGE1,LVI_AGE1,continuous,,0,
187,LVINEW,LVI_AGE2,LVI_AGE2,continuous,,0,
188,LVINEW,LVI_HT1,LVI_HT1,continuous,,0,
189,LVINEW,LVI_HT2,LVI_HT2,continuous,,0,
190,LVINEW,LVI_CCPCT,LVI_CCPCT,continuous,,0,
191,LVINEW,LVI_CCASINS,LVI_CCASINS,continuous,,0,
192,LVINEW,LVI_BPH,LVI_BPH,continuous,,0,
193,LVINEW,LVI_ESI,LVI_ESI,continuous,,0,
194,LVINEW,LVI_LSPH,LVI_LSPH,continuous,,0,
195,LVINEW,LVI_NPIXELS,LVI_NPIXELS,count,,0,
196,LVINEW,B1_MEAN,B1_MEAN,continuous,,0,
197,LVINEW,B1_STDEV,B1_STDEV,continuous,,0,
198,LVINEW,B2_MEAN,B2_MEAN,continuous,,0,
199,LVINEW,B2_STDEV,B2_STDEV,continuous,,0,
200,LVINEW,B3_MEAN,B3_MEAN,continuous,,0,
201,LVINEW,B3_STDEV,B3_STDEV,continuous,,0,
202,LVINEW,B4_MEAN,B4_MEAN,continuous,,0,
203,LVINEW,B4_STDEV,B4_STDEV,continuous,,0,
204,LVINEW,B5_MEAN,B5_MEAN,continuous,,0,
205,LVINEW,B5_STDEV,B5_STDEV,continuous,,0,
206,LVINEW,B7_MEAN,B7_MEAN,continuous,,0,
207,LVINEW,B7_STDEV,B7_STDEV,continuous,,0,
208,LVINEW,LVI_LAIIRM,LVI_LAIIRM,continuous,,0,
209,LVINEW,LVI_LAIIRS,LVI_LAIIRS,continuous,,0,
210,LVINEW,LVI_LAISRM,LVI_LAISRM,continuous,,0,
211,LVINEW,LVI_LAISRS,LVI_LAISRS,continuous,,0,
212,LVINEW,LVI_PCA1M,LVI_PCA1M,continuous,,0,
213,LVINEW,LVI_PCA1S,LVI_PCA1S,continuous,,0,
214,LVINEW,LVI_PCA2M,LVI_PCA2M,continuous,,0,
215,LVINEW,LVI_PCA2S,LVI_PCA2S,continuous,,0,
216,LVINEW,LVI_NDVI35M,LVI_NDVI35M,continuous,,0,
217,LVINEW,LVI_NDVI35S,LVI_NDVI35S,continuous,,0,
218,LVINEW,LVI_NDVI43M,LVI_NDVI43M,continuous,,0,
219,LVINEW,LVI_NDVI43S,LVI_NDVI43S,continuous,,0,
220,LVINEW,LVI_NDVI45M,LVI_NDVI45M,continuous,,0,
221,LVINEW,LVI_NDVI45S,LVI_NDVI45S,continuous,,0,
222,LVINEW,LVI_NDVI73M,LVI_NDVI73M,continuous,,0,
223,LVINEW,LVI_NDVI73S,LVI_NDVI73S,continuous,,0,
224,LVINEW,LVI_BRIGHTM,LVI_BRIGHTM,continuous,,0,
225,LVINEW,LVI_BRIGHTS,LVI_BRIGHTS,continuous,,0,
226,LVINEW,LVI_GREENM,LVI_GREENM,continuous,,0,
227,LVINEW,LVI_GREENS,LVI_GREENS,continuous,,0,
228,LVINEW,LVI_WETM,LVI_WETM,continuous,,0,
229,LVINEW,LVI_WETS,LVI_WETS,continuous,,0,
230,LVINEW,LVI_DEMM,LVI_DEMM,continuous,,0,
231,LVINEW,LVI_DEMS,LVI_DEMS,continuous,,0,
232,LVINEW,LVI_SLOPEM,LVI_SLOPEM,continuous,,0,
233,LVINEW,LVI_SLOPES,LVI_SLOPES,continuous,,0,
234,LVINEW,LVI_ASPECTM,LVI_ASPECTM,continuous,,0,
235,LVINEW,LVI_ASPECTS,LVI_ASPECTS,continuous,,0,
236,LVINEW,LVI_CENTX,LVI_CENTX,continuous,,0,
237,LVINEW,LVI_CENTY,LVI_CENTY,continuous,,0,
238,LVINEW,LVI_PROP_AT,LVI_PROP_AT,proportion,,0,
239,LVINEW,LVI_PROP_FD,LVI_PROP_FD,proportion,,0,
240,LVINEW,LVI_PROP_PL,LVI_PROP_PL,proportion,,0,
241,LVINEW,LVI_PROP_SX,LVI_PROP_SX,proportion,,0,
242,LVINEW,LVI_HT_AT,LVI_HT_AT,continuous,,1,
243,LVINEW,LVI_HT_FD,LVI_HT_FD,continuous,,1,
244,LVINEW,LVI_HT_PL,LVI_HT_PL,continuous,,1,
245,LVINEW,LVI_HT_SX,LVI_HT_SX,continuous,,1,
246,LVINEW,LVI_AGE_AT,LVI_AGE_AT,continuous,,1,
247,LVINEW,LVI_AGE_FD,LVI_AGE_FD,continuous,,1,
248,LVINEW,LVI_AGE_PL,LVI_AGE_PL,continuous,,1,
249,LVINEW,LVI_AGE_SX,LVI_AGE_SX,continuous,,1,
250,LVINEW,ODDS_AT,ODDS_AT,continuous,,0,
251,LVINEW,ODDS_FD,ODDS_FD,continuous,,0,
252,LVINEW,ODDS_PL,ODDS_PL,continuous,,0,
253,LVINEW,ODDS_SX,ODDS_SX,continuous,,0,
254,LVINEW,LODDS_AT,LODDS_AT,continuous,,0,
255,LVINEW,LODDS_FD,LODDS_FD,continuous,,0,
256,LVINEW,LODDS_PL,LODDS_PL,continuous,,0,
257,LVINEW,LODDS_SX,LODDS_SX,continuous,,0,
258,LVINEW,ARCSIN_AT,ARCSIN_AT,continuous,,0,
259,LVINEW,ARCSIN_FD,ARCSIN_FD,continuous,,0,
260,LVINEW,ARCSIN_PL,ARCSIN_PL,continuous,,0,
261,LVINEW,ARCSIN_SX,ARCSIN_SX,continuous,,0,
262,LVINEW,LVI_BPH_AT,LVI_BPH_AT,continuous,,1,
263,LVINEW,LVI_BPH_FD,LVI_BPH_FD,continuous,,1,
264,LVINEW,LVI_BPH_PL,LVI_BPH_PL,continuous,,1,
265,LVINEW,LVI_BPH_SX,LVI_BPH_SX,continuous,,1,
266,LVINEW,SBS,SBS,dummy,,0,
267,LVINEW,SBPS,SBPS,dummy,,0,
268,LVINEW,MS,MS,dummy,,0,
269,LVINEW,SBSmc,SBSmc,dummy,,0,
270,LVINEW,SBPSdc,SBPSdc,dummy,,0,
271,LVINEW,SBPSmk,SBPSmk,dummy,,0,
272,LVINEW,SBSdc,SBSdc,dummy,,0,
273,LVINEW,SBSdw,SBSdw,dummy,,0,
274,LVINEW,SBSmk,SBSmk,dummy,,0,
275,LVINEW,SBPSmc,SBPSmc,dummy,,0,
276,LVINEW,MSmc,MSmc,dummy,,0,
277,LVINEW,MSxv,MSxv,dummy,,0,
278,LVINEW,SBPSxv,SBPSxv,dummy,,0,
279,LVINEW,MSmk,MSmk,dummy,,0,
280,LVINEW,SBPSxc,SBPSxc,dummy,,0,
281,LVINEW,MSdc,MSdc,dummy,,0,
282,LVINEW,CLASS1,CLASS1,nominal,,0,
283,LVINEW,CLASS2,CLASS2,nominal,,0,
284,LVINEW,CLASS3,CLASS3,nominal,,0,
285,LVINEW,CLASS4,CLASS4,nominal,,0,
286,LVINEW,CLASS5,CLASS5,nominal,,0,
287,LVINEW,CLASS6,CLASS6,nominal,,0,
288,LVINEW,CLASS7,CLASS7,nominal,,0,
289,LVINEW,CLASS8,CLASS8,nominal,,0,
290,LVINEW,CLASS9,CLASS9,nominal,,0,
291,LVINEW,CLASS10,CLASS10,nominal,,0,
292,LVINEW,CLASS11,CLASS11,nominal,,0,
293,LVINEW,CLASS12,CLASS12,nominal,,0,
294,LVINEW,CLASS13,CLASS13,nominal,,0,
295,LVINEW,CLASS14,CLASS14,nominal,,0,
296,LVINEW,CLASS15,CLASS15,nominal,,0,
297,LVINEW,CLASS16,CLASS16,nominal,,0,
298,LVINEW,CLASS17,CLASS17,nominal,,0,
299,LVINEW,CLASS18,CLASS18,nominal,,0,
300,LVINEW,CLASS19,CLASS19,nominal,,0,
301,LVINEW,CLASS20,CLASS20,nominal,,0,
302,LVINEW,LVI_BECZ,LVI_BECZ,nominal,,0,
303,LVINEW,LVI_BECZS,LVI_BECZS,nominal,,0,
304,LVINORM,LVI_FCOID,LVI_FCOID,integer,,0,
305,LVINORM,LVI_ELEV,LVI_ELEV,continuous,,0,
306,LVINORM,LVI_SLOPE,LVI_SLOPE,continuous,,0,
307,LVINORM,LVI_ASPECT,LVI_ASPECT,continuous,,0,
308,LVINORM,LVI_DSPH,LVI_DSPH,continuous,,0,
309,LVINORM,LVI_DVPH,LVI_DVPH,continuous,,1,
310,LVINORM,LVI_AGE1,LVI_AGE1,continuous,,0,
311,LVINORM,LVI_AGE2,LVI_AGE2,continuous,,0,
312,LVINORM,LVI_HT1,LVI_HT1,continuous,,0,
313,LVINORM,LVI_HT2,LVI_HT2,continuous,,0,
314,LVINORM,LVI_CCPCT,LVI_CCPCT,continuous,,0,
315,LVINORM,LVI_CCASINS,LVI_CCASINS,continuous,,0,
316,LVINORM,LVI_BPH,LVI_BPH,continuous,,0,
317,LVINORM,LVI_ESI,LVI_ESI,continuous,,0,
318,LVINORM,LVI_LSPH,LVI_LSPH,continuous,,0,
319,LVINORM,LVI_NPIXELS,LVI_NPIXELS,count,,0,
320,LVINORM,B1_MEAN,B1_MEAN,continuous,,0,
321,LVINORM,B1_STDEV,B1_STDEV,continuous,,0,
322,LVINORM,B2_MEAN,B2_MEAN,continuous,,0,
323,LVINORM,B2_STDEV,B2_STDEV,continuous,,0,
324,LVINORM,B3_MEAN,B3_MEAN,continuous,,0,
325,LVINORM,B3_STDEV,B3_STDEV,continuous,,0,
326,LVINORM,B4_MEAN,B4_MEAN,continuous,,0,
327,LVINORM,B4_STDEV,B4_STDEV,continuous,,0,
328,LVINORM,B5_MEAN,B5_MEAN,continuous,,0,
329,LVINORM,B5_STDEV,B5_STDEV,continuous,,0,
330,LVINORM,B7_MEAN,B7_MEAN,continuous,,0,
331,LVINORM,B7_STDEV,B7_STDEV,continuous,,0,
332,LVINORM,LVI_LAIIRM,LVI_LAIIRM,continuous,,0,
333,LVINORM,LVI_LAIIRS,LVI_LAIIRS,continuous,,0,
334,LVINORM,LVI_LAISRM,LVI_LAISRM,continuous,,0,
335,LVINORM,LVI_LAISRS,LVI_LAISRS,continuous,,0,
336,LVINORM,LVI_PCA1M,LVI_PCA1M,continuous,,0,
337,LVINORM,LVI_PCA1S,LVI_PCA1S,continuous,,0,
338,LVINORM,LVI_PCA2M,LVI_PCA2M,continuous,,0,
339,LVINORM,LVI_PCA2S,LVI_PCA2S,continuous,,0,
